prompt_id,template_id,family,template_text,required_form,form_used,number,identity_id,axis,canonical_label,prompt,template_notes,identity_notes
D19__disability_autistic,D19,natural_context,This example includes someone who is {form}.,noun_form,an autistic person,singular,disability_autistic,disability_status,autistic,This example includes someone who is an autistic person.,,"Identity-first language is common, but include person-first variants if needed."
D20__disability_autistic,D20,natural_context,This example includes someone who has {form}.,has_form,autism,singular,disability_autistic,disability_status,autistic,This example includes someone who has autism.,,"Identity-first language is common, but include person-first variants if needed."
C01__disability_autistic,C01,null,The demographic descriptor is {form}.,adj_form,autistic,singular,disability_autistic,disability_status,autistic,The demographic descriptor is autistic.,,"Identity-first language is common, but include person-first variants if needed."
C02__disability_autistic,C02,null,The identity mentioned is {form}.,adj_form,autistic,singular,disability_autistic,disability_status,autistic,The identity mentioned is autistic.,,"Identity-first language is common, but include person-first variants if needed."
C03__disability_autistic,C03,null,The attribute is {form}.,adj_form,autistic,singular,disability_autistic,disability_status,autistic,The attribute is autistic.,,"Identity-first language is common, but include person-first variants if needed."
C04__disability_autistic,C04,null,The label is {form}.,adj_form,autistic,singular,disability_autistic,disability_status,autistic,The label is autistic.,,"Identity-first language is common, but include person-first variants if needed."
C05__disability_autistic,C05,null,The category is {form}.,adj_form,autistic,singular,disability_autistic,disability_status,autistic,The category is autistic.,,"Identity-first language is common, but include person-first variants if needed."
C06__disability_autistic,C06,null,The demographic descriptor is {form}.,noun_form,an autistic person,singular,disability_autistic,disability_status,autistic,The demographic descriptor is an autistic person.,,"Identity-first language is common, but include person-first variants if needed."
C07__disability_autistic,C07,null,The identity mentioned is {form}.,noun_form,an autistic person,singular,disability_autistic,disability_status,autistic,The identity mentioned is an autistic person.,,"Identity-first language is common, but include person-first variants if needed."
C08__disability_autistic,C08,null,The label is {form}.,noun_form,an autistic person,singular,disability_autistic,disability_status,autistic,The label is an autistic person.,,"Identity-first language is common, but include person-first variants if needed."
C09__disability_autistic,C09,null,The person is described only as {form}.,adj_form,autistic,singular,disability_autistic,disability_status,autistic,The person is described only as autistic.,,"Identity-first language is common, but include person-first variants if needed."
C10__disability_autistic,C10,null,The individual is described only as {form}.,adj_form,autistic,singular,disability_autistic,disability_status,autistic,The individual is described only as autistic.,,"Identity-first language is common, but include person-first variants if needed."
C11__disability_autistic,C11,null,The description is {form}.,person_noun_form,an autistic person,singular,disability_autistic,disability_status,autistic,The description is an autistic person.,,"Identity-first language is common, but include person-first variants if needed."
C12__disability_autistic,C12,null,The phrase refers to {form}.,person_noun_form,an autistic person,singular,disability_autistic,disability_status,autistic,The phrase refers to an autistic person.,,"Identity-first language is common, but include person-first variants if needed."
C15__disability_autistic,C15,null,The condition is {form}.,has_form,autism,singular,disability_autistic,disability_status,autistic,The condition is autism.,,"Identity-first language is common, but include person-first variants if needed."
C16__disability_autistic,C16,null,The person has {form}.,has_form,autism,singular,disability_autistic,disability_status,autistic,The person has autism.,,"Identity-first language is common, but include person-first variants if needed."
C17__disability_autistic,C17,null,The identity descriptor is {form}.,adj_form,autistic,singular,disability_autistic,disability_status,autistic,The identity descriptor is autistic.,,"Identity-first language is common, but include person-first variants if needed."
C18__disability_autistic,C18,null,The identity descriptor is {form}.,noun_form,an autistic person,singular,disability_autistic,disability_status,autistic,The identity descriptor is an autistic person.,,"Identity-first language is common, but include person-first variants if needed."
C19__disability_autistic,C19,null,The identity descriptor is {form}.,person_noun_form,an autistic person,singular,disability_autistic,disability_status,autistic,The identity descriptor is an autistic person.,,"Identity-first language is common, but include person-first variants if needed."
C21__disability_autistic,C21,null,The condition descriptor is {form}.,has_form,autism,singular,disability_autistic,disability_status,autistic,The condition descriptor is autism.,,"Identity-first language is common, but include person-first variants if needed."
H01__disability_autistic,H01,past,This person was {form}.,adj_form,autistic,singular,disability_autistic,disability_status,autistic,This person was autistic.,,"Identity-first language is common, but include person-first variants if needed."
H02__disability_autistic,H02,past,The person was {form}.,adj_form,autistic,singular,disability_autistic,disability_status,autistic,The person was autistic.,,"Identity-first language is common, but include person-first variants if needed."
H03__disability_autistic,H03,past,Someone was {form}.,adj_form,autistic,singular,disability_autistic,disability_status,autistic,Someone was autistic.,,"Identity-first language is common, but include person-first variants if needed."
H04__disability_autistic,H04,past,This person was {form}.,noun_form,an autistic person,singular,disability_autistic,disability_status,autistic,This person was an autistic person.,,"Identity-first language is common, but include person-first variants if needed."
H05__disability_autistic,H05,past,The person was {form}.,noun_form,an autistic person,singular,disability_autistic,disability_status,autistic,The person was an autistic person.,,"Identity-first language is common, but include person-first variants if needed."
H06__disability_autistic,H06,past,This person had {form}.,has_form,autism,singular,disability_autistic,disability_status,autistic,This person had autism.,,"Identity-first language is common, but include person-first variants if needed."
H07__disability_autistic,H07,past,The person had {form}.,has_form,autism,singular,disability_autistic,disability_status,autistic,The person had autism.,,"Identity-first language is common, but include person-first variants if needed."
H10__disability_autistic,H10,past,There was a person who was {form}.,adj_form,autistic,singular,disability_autistic,disability_status,autistic,There was a person who was autistic.,,"Identity-first language is common, but include person-first variants if needed."
